1,0
 what flights from baltimore to san francisco arrive before 8 pm in san francisco,atis_flight
 what is the cheapest one way fare between boston and oakland,atis_airfare
 show me boston ground transportation,atis_ground_service
 cheapest fare from indianapolis to seattle,atis_airfare
 i would like to fly from dallas to denver on the morning of august twenty seventh leaving at 650,atis_flight
 what are the coach fares from charlotte to la wednesday night,atis_airfare
 pittsburgh to denver,atis_flight
 ground transportation in oakland,atis_ground_service
 show me round trip fares from san jose to salt lake city,atis_airfare
 i'm looking for flights from pittsburgh to philadelphia leaving before 9 am,atis_flight
 list all flights departing from general mitchell,atis_flight
 okay that one's great too now we're going to go on april twenty second dallas to washington the latest nighttime departure one way,atis_flight
 hi i want a round trip ticket to dallas,atis_airfare
 what flights do you have between pittsburgh and atlanta,atis_flight
 i'd like to book the cheapest one way flight from denver to pittsburgh on july fifteenth,atis_flight
 i need to book a flight from newark to tampa on april fourth,atis_flight
 show me the flights from boston to pittsburgh on wednesday and thursday,atis_flight
 i'd like to find a flight from miami florida to las vegas nevada that would arrive before 4 pm on sunday,atis_flight
 i am interested in a flight on american airlines from dallas to washington,atis_flight
 what flights go from boston to pittsburgh after 1205 in the afternoon,atis_flight
 what is the cheapest one way fare from san francisco to boston on wednesday august twenty first,atis_airfare
 show me the flights to love field,atis_flight
 i want information on flights from atlanta to washington dc i want to leave after 4 pm on wednesday or before 9 am on thursday,atis_flight
 give me flights that arrive in baltimore from atlanta denver and pittsburgh,atis_flight
 what am flights are available from pittsburgh to boston,atis_flight
 find the cheapest one way fare from boston to oakland,atis_airfare
 could i have a listing of flights leaving boston going to baltimore leaving wednesday after 2100,atis_flight
 show me all flights from san francisco to washington dc,atis_flight
 are there any thrift economy flights to san francisco from boston,atis_flight
 flights from denver to pittsburgh on wednesday,atis_flight
 flights from atlanta to dallas in the afternoon,atis_flight
 show me all the flights from denver to baltimore arriving may tenth,atis_flight
 what kind of airline is flight ua 281 from boston to denver,atis_airline
 i need a first class ticket on united airlines from denver to baltimore scheduled for december seventeenth,atis_airfare
 i'd like a ticket from denver to atlanta with a stopover in pittsburgh is this possible,atis_airfare
 list flights from pittsburgh to san francisco,atis_flight
 show me the nonstop flights from dallas to houston,atis_flight
 please show me all round trip flights from burbank to tacoma,atis_flight
 what flights do you have from newark new jersey to ontario california that connect in phoenix,atis_flight
 show me the nonstop flights from houston to dallas,atis_flight
 show me flights leaving from denver colorado to pittsburgh pennsylvania on wednesdays after 5 pm,atis_flight
 i would like a flight from philadelphia to dallas on american airlines,atis_flight
 i am interested in booking an early morning flight from dallas into houston on february twenty second and returning late in the evening of february twenty second,atis_flight
 show me all united flights from denver to san francisco for september first 1991,atis_flight
 show me flights from dallas to pittsburgh,atis_flight
 list the nonstop flights from miami to new york on a sunday along with the fares that are less than 466 dollars,atis_flight
 show me ground transportation in denver during weekdays,atis_ground_service
 show me the flights from philadelphia to baltimore in the morning,atis_flight
 show me first class round trip flights from new york to miami i want the cheapest first class fare please,atis_flight
 show me flights from denver to atlanta on june sixteenth,atis_flight
 show me all the flights between oakland and denver,atis_flight
 what's the difference between fare code q and fare code b,atis_abbreviation
 give me flights that arrive in baltimore from denver,atis_flight
 list types of planes that fly between pittsburgh and baltimore,atis_aircraft
 list the earliest flight from st. paul to san jose,atis_flight
 could you tell me what the abbreviation us stands for,atis_abbreviation
 for each airline flying between boston and san francisco what is the earliest flight,atis_flight
 ground san francisco,atis_ground_service
 show me the flights from philadelphia to baltimore,atis_flight
 i would like a flight from philadelphia to dallas arrive dallas about 12 noon,atis_flight
 show me all prices of economy from baltimore to dallas,atis_airfare
 what kind of plane is used on the earliest flight from boston to san francisco afternoon,atis_aircraft
 list daily flights from oakland to boston using twa,atis_flight
 cheapest flight from memphis to miami,atis_flight
 how many of delta's night flights are first class,atis_quantity
 what aircraft has the largest seating capacity,atis_aircraft
 what is the last flight from san francisco to dallas fort worth,atis_flight
 list the takeoffs and landings at general mitchell international,atis_flight
 show me the flights from baltimore to oakland,atis_flight
 what is the cheapest fare from baltimore to dallas in any class,atis_airfare
 do you have a flight on wednesday from denver to washington dc nonstop,atis_flight
 round trip fares from pittsburgh to philadelphia under 1000 dollars,atis_airfare
 i'd like flight information from dallas fort worth to boston on tuesday,atis_flight
 i'd like to fly from columbus to nashville tomorrow morning,atis_flight
 list all flights from long beach to columbus on sunday,atis_flight
 round trip fares from denver to philadelphia less than 1000 dollars,atis_airfare
 what are the air restrictions on flights from pittsburgh to atlanta for the airfare of 416 dollars,atis_restriction
 what type of aircraft leaving after 2 pm from boston to oakland,atis_aircraft
 i need a flight from new york to montreal thursday may six arriving before noon,atis_flight
 list all flights from indianapolis to seattle,atis_flight
 find a flight from boston to washington on monday,atis_flight
 what does yn stand for,atis_abbreviation
 find me the earliest boston departure and the latest atlanta return trip so that i can be on the ground the maximum amount of time in atlanta and return to boston on the same day,atis_flight
 what is fare code h,atis_abbreviation
 what about the eastern airlines flights arriving in pittsburgh between 12 and 4 in the afternoon,atis_flight
 what time does flight aa 459 depart,atis_flight_time
 what does fare code qx mean,atis_abbreviation
 list the number of flights leaving boston for dallas fort worth before 9 am in the morning,atis_quantity
 does the phoenix airport have ground transportation to and from downtown,atis_ground_service
 what is the earliest flight from washington to san francisco,atis_flight
 show me all daily flights between milwaukee and orlando,atis_flight
 what's the lowest round trip fare from atlanta to pittsburgh,atis_airfare
 what are the flights in the month of december from atlanta to denver which stop in boston,atis_flight
 all right what i'd like to do is find the cheapest one way fare from boston to denver,atis_airfare
 what is the earliest flight you have leaving boston heading to philadelphia,atis_flight
 show me the flights from tacoma to miami after 6 pm,atis_flight
 what is the ap57 restriction,atis_abbreviation
 what is fare code f,atis_abbreviation
 hi i'm calling from boston i'd like to make a flight to either orlando or los angeles,atis_flight
 show me the flights from baltimore to oakland,atis_flight
 show me the flights from st. petersburg to salt lake city that arrive before noon,atis_flight
 can you tell me the time a flight would leave from atlanta to boston in the afternoon,atis_flight_time
 what flights are available monday from san francisco to pittsburgh,atis_flight
 please list all flights from denver to philadelphia two saturdays from now,atis_flight
 what flights go from boston to pittsburgh after 6 o'clock next tuesday,atis_flight
 show me the flights from dallas to boston,atis_flight
 show me all prices of first class from baltimore to dallas,atis_airfare
 show me all the flights out of boston today,atis_flight
 latest flight from houston to san jose,atis_flight
 i would like the cheapest flight from pittsburgh to atlanta leaving april twenty fifth and returning may sixth,atis_flight
 what is the earliest flight you have that leaves philadelphia to dallas,atis_flight
 show me all us air flights from atlanta to denver for the day after tomorrow,atis_flight
 show me all flights from phoenix to milwaukee on wednesday,atis_flight
 list all flights leaving san francisco monday afternoon arriving in pittsburgh,atis_flight
 what is the lowest cost for a one way ticket from boston to washington,atis_airfare
 what is the total seating capacity of all aircraft of american airlines,atis_capacity
 we're going from denver to san francisco,atis_flight
 give me the list of flights for continental airlines between boston and denver,atis_flight
 what are the afternoon flights leaving from dallas to san francisco on american airlines,atis_flight
 tell me about ground transportation at salt lake city,atis_ground_service
 ground transportation oakland,atis_ground_service
 i need a flight from tampa to montreal,atis_flight
 which airlines fly into and out of denver,atis_airline
 list the delta airlines flights from boston to philadelphia,atis_flight
 what does hou mean,atis_abbreviation
 what flights from kansas city to denver after 845 in the morning,atis_flight
 show me the latest flight from salt lake city to phoenix,atis_flight
 what is the cheapest fare for a one way flight from boston to atlanta,atis_airfare
 what are your flights from denver to baltimore,atis_flight
 give me the earliest flight tomorrow on northwest airlines from st. petersburg to milwaukee,atis_flight
 show me the flights from newark new jersey to ontario international next saturday,atis_flight
 show me all flights arriving at dallas,atis_flight
 what flights are available from san francisco to pittsburgh on thursday evening,atis_flight
 can you show me the price of a flight to washington from atlanta on thursday morning,atis_airfare
 list daily flights from denver to baltimore,atis_flight
 list all flights from boston to san francisco with at least 3 stops,atis_flight
 how many flights does eastern airlines have from boston to atlanta,atis_quantity
 list nonstop flights from burbank to denver arriving by 6 pm,atis_flight
 how much is the cheapest flight from denver to pittsburgh,atis_airfare
 show me the flights from philadelphia to dallas with a stop in atlanta,atis_flight
 can i take a single airline from la to charlotte to newark back to la,atis_airline
 what flights are available wednesday afternoon from atlanta to san francisco,atis_flight
 american flights from cincinnati to salt lake city,atis_flight
 show me all canadian airlines flights from toronto,atis_flight
 i'd like a flight from washington that stops in denver and goes on to san francisco,atis_flight
 i would like your rates between atlanta and boston on september third,atis_airfare
 flight between st. petersburg and charlotte,atis_flight
 show me the evening flights from baltimore to atlanta,atis_flight
 what kind of airplane is flight ua 270 from denver to philadelphia,atis_aircraft
 i'm looking for a flight from charlotte to las vegas that stops in st. louis hopefully a dinner flight how can i find that out,atis_flight
 give me flights that arrive in baltimore from denver,atis_flight
 give me the flights from denver to baltimore on united airlines,atis_flight
 i'd like a ticket on a plane from denver to atlanta i would like a coach class or lowest fare ticket,atis_airfare
 i need to fly from dallas to san francisco and be in san francisco by 4 pm,atis_flight
 i need a flight from philadelphia to san francisco next wednesday,atis_flight
 what is the cheapest flight on american airlines from cleveland to miami,atis_flight
 what is the price of a one way fare from boston to denver on continental airlines,atis_airfare
 nonstop flights from new york city to las vegas on sunday,atis_flight
 show the flights from milwaukee to orlando on a thursday morning,atis_flight
 list all flights going from boston to atlanta after 6 o'clock pm on wednesday,atis_flight
 what ground transportation is available in boston,atis_ground_service
 on november twenty third what flights are available between boston and denver on american airlines,atis_flight
 what is the earliest flight from boston to san francisco on american airlines,atis_flight
 show me the latest flight from denver to boston,atis_flight
 does american airlines flight from long beach to st. louis stopping in dallas serve lunch,atis_flight
 what's the latest flight i can get from dallas to boston,atis_flight
 i need a flight from kansas city to newark on the first of july,atis_flight
 i need a flight on sunday from long beach to columbus,atis_flight
 i'd like to book a flight from san diego to toronto,atis_flight
 what flights does delta have between boston and san francisco,atis_flight
 may i see all the flights from washington to san francisco please,atis_flight
 give me the flights from new york city to las vegas on sunday and the flights from memphis to las vegas on sunday,atis_flight
 show me all flights from philadelphia to san francisco with one stop in dallas,atis_flight
 i would like to travel from denver to pittsburgh,atis_flight
 what is the least expensive fare from baltimore to san francisco leaving on september thirtieth,atis_airfare
 could you please give me a one way fare from pittsburgh to atlanta,atis_airfare
 what are the flights from cleveland to indianapolis on wednesday may twelfth on either twa delta or continental,atis_flight
 show me the flights arriving in baltimore from philadelphia at about 4 o'clock,atis_flight
 i'd like to go from boston to denver at 9 o'clock saturday night,atis_flight
 show me any show me what the first class fares are of the flights from pittsburgh to san francisco on monday,atis_airfare
 looking for a flight from dc to denver colorado,atis_flight
 what is mia,atis_abbreviation
 what is the fare on the thrift economy flight from boston to san francisco,atis_airfare
 i need a flight from toronto to san diego with a layover in washington dc on air canada,atis_flight
 give me flights from denver to baltimore,atis_flight
 does any airline have an afternoon flight from boston to oakland,atis_airline
 from las vegas to phoenix,atis_flight
 list the flights arriving in baltimore from denver on august third,atis_flight
 on thursday i'd like a flight from st. petersburg to miami,atis_flight
 i'd like a flight from las vegas to detroit on monday,atis_flight
 what flight leaves dallas for atlanta on august twenty seventh in the evening,atis_flight
 show me nonstop flights from miami to new york with coach class fares,atis_flight
 what is the ground transportation available in the city of philadelphia,atis_ground_service
 i'd like the cheapest one way fare from boston to san francisco,atis_airfare
 give me the continental flights from chicago to seattle on saturday morning,atis_flight
 what is the fare on november seventh going one way from san francisco to oakland,atis_airfare
 i would like to see the flights from baltimore to philadelphia,atis_flight
 what's fare code yn,atis_abbreviation
 show all flights from pittsburgh to oakland,atis_flight
 i need a flight from kansas city to chicago that leaves wednesday and arrives in chicago around 7 pm,atis_flight
 what flights go from pittsburgh to baltimore after 8 o'clock next wednesday,atis_flight
 what airlines fly from toronto to san diego,atis_airline
 baltimore to philadelphia,atis_flight
 could you please give me the cost of a round trip flight from denver to pittsburgh,atis_airfare
 show me the flights from cincinnati to denver,atis_flight
 i would like a flight from san francisco to pittsburgh on friday morning after 10 o'clock,atis_flight
 show me flights from boston to san francisco,atis_flight
 please list all flights on northwest and united airlines that go to denver,atis_flight
 dallas to oakland monday,atis_flight
 on flight us air 2153 from san francisco to baltimore what time and what city does the plane stop in between,atis_flight
 what are the flights from denver to baltimore on united airlines,atis_flight
 list round trip flights from orlando to kansas city,atis_flight
 from denver to pittsburgh on april twenty first i need the cheapest flight,atis_flight
 is there a round trip flight from baltimore to denver connecting in dallas,atis_flight
 does eastern airlines fly early in the morning between logan and bwi,atis_flight
 i'd like to find the earliest flight possible from san francisco to atlanta,atis_flight
 show me the flights from boston to san francisco,atis_flight
 show me the cheapest flights from atlanta to denver,atis_flight
 show me all first class prices from dallas to baltimore,atis_airfare
 what are the costs of car rental in dallas,atis_ground_fare
 i would like information on flights from dallas to atlanta arriving in atlanta on tuesday morning,atis_flight
 show me all flights direct and connecting from boston to pittsburgh that arrive in pittsburgh before 10 am,atis_flight
 what is mco,atis_abbreviation
 is there a plane from boston to washington,atis_aircraft
 flights from pittsburgh to baltimore arriving between 4 and 5 pm,atis_flight
 what are all flights from philadelphia to denver on wednesdays,atis_flight
 flight from ontario to orlando that departs 9 hours before arriving,atis_flight
 show me the flights from baltimore to oakland,atis_flight
 i'd like to see flights from baltimore to atlanta that arrive before noon,atis_flight
 show me all flights that depart from san francisco and go to either boston philadelphia or baltimore,atis_flight
 i need a flight tomorrow from atlanta to baltimore,atis_flight
 early morning flights between cincinnati and tampa,atis_flight
 what flights from minneapolis to pittsburgh,atis_flight
 may i have a listing of flights from milwaukee to tacoma washington departing in the evening,atis_flight
 on tuesday what flights leave phoenix to st. paul minnesota and leave after noon,atis_flight
 show me all the flights from philadelphia to san francisco,atis_flight
 all flights and fares from atlanta to dallas round trip after 12 pm less than 1100 dollars,atis_flight#atis_airfare
 what flights arrive in chicago on sunday on continental,atis_flight
 what united airlines flights go through denver,atis_flight
 list the morning flights between atlanta and dallas,atis_flight
 can you list flights departing from las vegas and arriving in san diego,atis_flight
 show me all the united airlines flights leaving dallas,atis_flight
 flights from ontario to florida,atis_flight
 what ground transportation is there in atlanta,atis_ground_service
 on the 8 am flight from san francisco to atlanta what type of aircraft is used,atis_aircraft
 all flights from pittsburgh to philadelphia that arrive at 6 o'clock next tuesday,atis_flight
 what flights leave from phoenix to nashville on american airlines,atis_flight
 list flights from san jose to houston next sunday,atis_flight
 tell me about flights from atlanta to charlotte next monday,atis_flight
 what flights depart newark for tampa on friday,atis_flight
 what flights are available between baltimore and boston on august twelfth,atis_flight
 all flights leaving washington dc to san francisco that are first class,atis_flight
 i would like to find out what flights there are on friday june eleventh from st. petersburg to milwaukee and then from milwaukee to tacoma thank you,atis_flight
 from new york to toronto on thursday morning,atis_flight
 list all flights from chicago to seattle on continental which depart on saturday and serve meals,atis_flight
 show me all flights from san francisco to boston philadelphia or baltimore,atis_flight
 what do you have tomorrow morning from pittsburgh to atlanta,atis_flight
 please show me all one way first class flights from indianapolis to memphis,atis_flight
 are there any flights after 9 pm from san francisco to washington,atis_flight
 i need a flight from baltimore to seattle,atis_flight
 list aircraft types that fly between boston and san francisco,atis_aircraft
 list the flights from baltimore to seattle that stop in minneapolis,atis_flight
 i need to fly leaving philadelphia to atlanta,atis_flight
 need a flight from pittsburgh to denver,atis_flight
 how can i go from minneapolis to long beach late tomorrow,atis_flight
 i would like to fly from atlanta to san francisco with a stopover in dallas,atis_flight
 what flights leave seattle on sunday on continental,atis_flight
 what is the last flight leaving san francisco going to washington on friday,atis_flight
 give me flights from pittsburgh to baltimore,atis_flight
 what are the flights from san francisco to denver,atis_flight
 what morning flights do you have between oakland and denver,atis_flight
 which airlines fly between boston and pittsburgh,atis_airline
 which flight is a one way fare at 329 dollars from denver to pittsburgh,atis_flight
 what is the earliest flight that goes from atlanta to washington on thursday,atis_flight
 show me the flights leaving charlotte to atlanta around 7 pm next tuesday,atis_flight
 what flights does us air have from san francisco to pittsburgh on tuesday,atis_flight
 show me the lowest price from dallas to baltimore,atis_flight
 is there a flight from pittsburgh to baltimore that arrives between 6 and 7 pm,atis_flight
 saturday or sunday flights between milwaukee and phoenix american airlines,atis_flight
 i would like a flight from denver to pittsburgh,atis_flight
 what are all flights from boston to denver,atis_flight
 can you find out about the ground transportation available in atlanta,atis_ground_service
 what are the coach fares from la to charlotte monday morning,atis_airfare
 display all fare codes,atis_airfare
 i'd like information on flights between philadelphia and san francisco with a stop in dallas,atis_flight
 from phoenix to las vegas on saturday,atis_flight
 i need information flight information for tuesday on a flight leaving baltimore bound for dallas,atis_flight
 which are the flights from denver to baltimore or washington dc,atis_flight
 show me flights from boston to denver on tuesday,atis_flight
 i am looking to get one air fare from baltimore to san francisco on a 747 leaving august twenty seventh,atis_airfare
 could you show me all weekday flights from phoenix to denver,atis_flight
 i will be staying downtown in atlanta for two hours could you tell me what the ground transportation is available,atis_ground_service
 i want a flight on twa from boston to denver,atis_flight
 what is the cheapest fare from washington to san francisco,atis_airfare
 what is the latest flight departing from boston to san francisco,atis_flight
 give me the flights and fares on december twenty seventh from indianapolis to orlando,atis_flight#atis_airfare
 show me the first class fares from baltimore to dallas,atis_airfare
 could you tell me the cheapest fare from atlanta to boston on thirty first of august,atis_airfare
 what city is the airport mco in,atis_city
 show me flights from milwaukee to orlando on wednesday after 6 pm,atis_flight
 find a flight on delta from philadelphia to san francisco,atis_flight
 show me the flights from dallas to baltimore,atis_flight
 my destination is san francisco i live in denver i would like a flight on august thirtieth in the morning on any airline that will get me there,atis_flight
 give me flights from denver to baltimore,atis_flight
 show me flights from atlanta to washington dc leaving on thursday,atis_flight
 what is the fare going from baltimore to atlanta one way on november seventh,atis_airfare
 give me flights from atlanta to baltimore,atis_flight
 show me the least expensive flight from miami to cleveland on sunday after noon,atis_flight
 find the earliest flight from boston to san francisco that serves a meal,atis_flight
 show flights between boston and denver,atis_flight
 what is the latest afternoon flight departing san francisco and arriving in boston on november ninth,atis_flight
 what are the flights from san francisco to washington dc,atis_flight
 show me flights leaving from san francisco to denver on september thirtieth,atis_flight
 what are the flights from denver to san francisco,atis_flight
 do you have a flight from boston to fort worth,atis_flight
 i would like to find a flight from pittsburgh to boston on wednesday and i have to be in boston by one so i'd like a flight out of here no later than 11 am,atis_flight
 show me all flights from philadelphia to dallas which arrive in dallas before 3 o'clock pm on saturday,atis_flight
 list the flights and departure times for flights leaving dallas fort worth for boston after 6 pm,atis_flight
 what is the earliest flight from boston to san francisco on november seventh,atis_flight
 i need a flight to atlanta this afternoon,atis_flight
 american flights from cincinnati to houston,atis_flight
 does united airline have any flights from dallas to san francisco,atis_flight
 what is the cheapest fare from boston to san francisco,atis_airfare
 what is the first flight from atlanta to boston on thursday september fifth that leaves after 8 am,atis_flight
 i'm interested in flights from denver to pittsburgh,atis_flight
 i want all flights from atlanta to washington dc on thursday,atis_flight
 please show me all airports in denver,atis_airport
 find travel arrangements for a one way flight from boston to pittsburgh,atis_flight
 what kind of ground transportation is available in atlanta,atis_ground_service
 show me the flights from boston to atlanta,atis_flight
 what're the cheapest flights from new york to miami,atis_flight
 what's the cheapest flight from atlanta to baltimore,atis_flight
 i'd like to see the flights from denver to philadelphia again,atis_flight
 flights from ontario to orlando,atis_flight
 give me flights from chicago to seattle on saturday morning,atis_flight
 what flights from newark to los angeles on wednesday,atis_flight
 show me all the cheapest fares from new york to miami leaving on tuesday,atis_airfare
 show me ground transportation for boston,atis_ground_service
 show me all round trip flights between houston and las vegas,atis_flight
 i want to go from san francisco to denver,atis_flight
 what flights leave after 7 pm from pittsburgh to philadelphia,atis_flight
 show me first class flights from new york to miami leaving on a tuesday,atis_flight
 list the earliest flights from st. paul to san jose,atis_flight
 show me all nonstop flights between denver and oakland leaving after noon and arriving after 5 pm,atis_flight
 please list ground transportation in atlanta,atis_ground_service
 show me flights from san francisco to dallas please,atis_flight
 show me all the flights leaving baltimore,atis_flight
 what are the flights from kansas city to burbank on saturday may twenty two on america west,atis_flight
 information on american airlines from fort worth texas to philadelphia,atis_flight
 please tell me the flights between boston and philadelphia next thursday,atis_flight
 i would like to book a flight from chicago into seattle on june first on continental airlines,atis_flight
 display all flights leaving from toronto to san diego on us air laying over in washington dc,atis_flight
 only show continental flights,atis_flight
 please show me airlines with flights from denver to boston with stop in philadelphia,atis_airline
 list flights from philadelphia to dallas that stop in atlanta,atis_flight
 show morning flights from philadelphia to dallas,atis_flight
 what flight from boston to atlanta arrives earliest in atlanta,atis_flight
 find travel arrangements for a round trip flight from boston to pittsburgh,atis_flight
 find a flight between denver and oakland the flight should be in the afternoon and arrive close to 5 pm the flight should be nonstop,atis_flight
 what flights are there from denver to atlanta,atis_flight
 what flights are available wednesday morning from boston to denver,atis_flight
 find travel arrangements for a round trip flight from dallas to pittsburgh arriving after 8 pm,atis_flight
 flights from baltimore to dallas,atis_flight
 what is the meaning of fare code qx and qw,atis_abbreviation
 display all flights from toronto to san diego on us air with a layover in phoenix,atis_flight
 how long is a trip from philadelphia airport to downtown philadelphia,atis_distance
 what are the flights from st. louis to burbank sunday evening,atis_flight
 list the flights and time of arrival for flights arriving in dallas fort worth from boston before noon,atis_flight
 find a flight from long beach to st. louis stopping in dallas,atis_flight
 i would like information on flights from oakland california to dallas leaving on sunday morning,atis_flight
 hello i'm trying to find a flight that goes from pittsburgh to denver after 2 pm,atis_flight
 all flights pittsburgh to baltimore on thursday arrival by 10 am,atis_flight
 what airline is ea,atis_airline
 what flights depart baltimore and arrive by 8 pm friday in san francisco,atis_flight
 what airline besides continental flies between boston and denver,atis_airline
